"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Cycles
"48160x500"	"1000x32"	"TxTxT"	7660284
"48160x500"	"1000x32"	"TxTxT"	7552504
"48160x500"	"1000x32"	"TxTxT"	7373836
"48160x500"	"1000x32"	"TxTxT"	7362940
"48160x500"	"1000x32"	"TxTxT"	7257332
"597x10"	"10x32"	"CMOVxTxT"	45400
"597x10"	"10x32"	"CMOVxTxT"	48112
"597x10"	"10x32"	"CMOVxTxT"	44856
"597x10"	"10x32"	"CMOVxTxT"	47248
"597x10"	"10x32"	"CMOVxTxT"	47560
"208064xF"	"10x8"	"FxFxF"	35000896
"208064xF"	"10x8"	"FxFxF"	37259808
"208064xF"	"10x8"	"FxFxF"	37051800
"208064xF"	"10x8"	"FxFxF"	33503860
"208064xF"	"10x8"	"FxFxF"	36662068
"2580x10"	"50xF"	"TxTxT"	255496
"2580x10"	"50xF"	"TxTxT"	246880
"2580x10"	"50xF"	"TxTxT"	244228
"2580x10"	"50xF"	"TxTxT"	245064
"2580x10"	"50xF"	"TxTxT"	247284
"208064xT"	"Tx8"	"CMOVxFxT"	146804060
"208064xT"	"Tx8"	"CMOVxFxT"	146576608
"208064xT"	"Tx8"	"CMOVxFxT"	147245796
"208064xT"	"Tx8"	"CMOVxFxT"	146436268
"208064xT"	"Tx8"	"CMOVxFxT"	146120732
"48160xT"	"2x16"	"CMOVxTxT"	8937412
"48160xT"	"2x16"	"CMOVxTxT"	6796908
"48160xT"	"2x16"	"CMOVxTxT"	7534852
"48160xT"	"2x16"	"CMOVxTxT"	7743772
"48160xT"	"2x16"	"CMOVxTxT"	8569864
"898885xF"	"1x32"	"FxTxT"	63653096
"898885xF"	"1x32"	"FxTxT"	59617772
"898885xF"	"1x32"	"FxTxT"	62847400
"898885xF"	"1x32"	"FxTxT"	67102500
"898885xF"	"1x32"	"FxTxT"	65997200
"898885x10"	"100xF"	"CMOVxTxF"	278574292
"898885x10"	"100xF"	"CMOVxTxF"	276206472
"898885x10"	"100xF"	"CMOVxTxF"	280037776
"898885x10"	"100xF"	"CMOVxTxF"	280126560
"898885x10"	"100xF"	"CMOVxTxF"	279485496
"11148xT"	"10x16"	"CMOVxFxF"	2064400
"11148xT"	"10x16"	"CMOVxFxF"	1861176
"11148xT"	"10x16"	"CMOVxFxF"	1967876
"11148xT"	"10x16"	"CMOVxFxF"	2010040
"11148xT"	"10x16"	"CMOVxFxF"	1921024
"16777216x10"	"100x16"	"FxFxF"	4042275468
"16777216x10"	"100x16"	"FxFxF"	4003043836
"16777216x10"	"100x16"	"FxFxF"	4056968248
"16777216x10"	"100x16"	"FxFxF"	4091911368
"16777216x10"	"100x16"	"FxFxF"	4035848340
"2580xF"	"2x16"	"CMOVxFxF"	241064
"2580xF"	"2x16"	"CMOVxFxF"	173944
"2580xF"	"2x16"	"CMOVxFxF"	246212
"2580xF"	"2x16"	"CMOVxFxF"	276044
"2580xF"	"2x16"	"CMOVxFxF"	264964
"208064xT"	"100x32"	"TxTxT"	108501916
"208064xT"	"100x32"	"TxTxT"	110650028
"208064xT"	"100x32"	"TxTxT"	112350336
"208064xT"	"100x32"	"TxTxT"	109035284
"208064xT"	"100x32"	"TxTxT"	112601580
"16777216x10"	"100x8"	"FxTxF"	3700089784
"16777216x10"	"100x8"	"FxTxF"	3670903624
"16777216x10"	"100x8"	"FxTxF"	3719619140
"16777216x10"	"100x8"	"FxTxF"	3749885356
"16777216x10"	"100x8"	"FxTxF"	3695597908
"16777216x500"	"50x8"	"FxTxT"	1631043232
"16777216x500"	"50x8"	"FxTxT"	1642351152
"16777216x500"	"50x8"	"FxTxT"	1650521192
"16777216x500"	"50x8"	"FxTxT"	1659596768
"16777216x500"	"50x8"	"FxTxT"	1661275324
"32xT"	"1x16"	"FxTxF"	4388
"32xT"	"1x16"	"FxTxF"	4284
"32xT"	"1x16"	"FxTxF"	4164
"32xT"	"1x16"	"FxTxF"	4248
"32xT"	"1x16"	"FxTxF"	4272
"898885xF"	"1xF"	"FxTxF"	245972604
"898885xF"	"1xF"	"FxTxF"	241109432
"898885xF"	"1xF"	"FxTxF"	241638036
"898885xF"	"1xF"	"FxTxF"	246778724
"898885xF"	"1xF"	"FxTxF"	244226332
"16777216x10"	"10x32"	"CMOVxTxF"	2569083696
"16777216x10"	"10x32"	"CMOVxTxF"	2554828456
"16777216x10"	"10x32"	"CMOVxTxF"	2589685928
"16777216x10"	"10x32"	"CMOVxTxF"	2651776700
"16777216x10"	"10x32"	"CMOVxTxF"	2401628244
"11148x10"	"5x8"	"CMOVxTxT"	598400
"11148x10"	"5x8"	"CMOVxTxT"	581008
"11148x10"	"5x8"	"CMOVxTxT"	560640
"11148x10"	"5x8"	"CMOVxTxT"	541560
"11148x10"	"5x8"	"CMOVxTxT"	559760
"138x10"	"1x16"	"TxTxT"	6368
"138x10"	"1x16"	"TxTxT"	8120
"138x10"	"1x16"	"TxTxT"	8264
"138x10"	"1x16"	"TxTxT"	5860
"138x10"	"1x16"	"TxTxT"	7460
"138x10"	"Fx32"	"CMOVxTxF"	10308
"138x10"	"Fx32"	"CMOVxTxF"	10068
"138x10"	"Fx32"	"CMOVxTxF"	10140
"138x10"	"Fx32"	"CMOVxTxF"	10116
"138x10"	"Fx32"	"CMOVxTxF"	9772
"2580xF"	"5x8"	"FxFxF"	368312
"2580xF"	"5x8"	"FxFxF"	345452
"2580xF"	"5x8"	"FxFxF"	406628
"2580xF"	"5x8"	"FxFxF"	400384
"2580xF"	"5x8"	"FxFxF"	376080
"2580xT"	"5x16"	"TxFxT"	165676
"2580xT"	"5x16"	"TxFxT"	153564
"2580xT"	"5x16"	"TxFxT"	176404
"2580xT"	"5x16"	"TxFxT"	171072
"2580xT"	"5x16"	"TxFxT"	161112
"898885xT"	"Tx8"	"FxFxF"	1225607440
"898885xT"	"Tx8"	"FxFxF"	1232556260
"898885xT"	"Tx8"	"FxFxF"	1234510216
"898885xT"	"Tx8"	"FxFxF"	1217975516
"898885xT"	"Tx8"	"FxFxF"	1228397152
"2580x500"	"2x16"	"CMOVxFxT"	142772
"2580x500"	"2x16"	"CMOVxFxT"	115744
"2580x500"	"2x16"	"CMOVxFxT"	141428
"2580x500"	"2x16"	"CMOVxFxT"	151656
"2580x500"	"2x16"	"CMOVxFxT"	145532
"2580xF"	"100x16"	"FxFxT"	324784
"2580xF"	"100x16"	"FxFxT"	322116
"2580xF"	"100x16"	"FxFxT"	320888
"2580xF"	"100x16"	"FxFxT"	321880
"2580xF"	"100x16"	"FxFxT"	314396
"11148x500"	"10x32"	"FxFxT"	1100992
"11148x500"	"10x32"	"FxFxT"	1033292
"11148x500"	"10x32"	"FxFxT"	1049192
"11148x500"	"10x32"	"FxFxT"	1057696
"11148x500"	"10x32"	"FxFxT"	1020148
"16777216x10"	"1000xF"	"CMOVxFxT"	2810276972
"16777216x10"	"1000xF"	"CMOVxFxT"	2815561812
"16777216x10"	"1000xF"	"CMOVxFxT"	2810943788
"16777216x10"	"1000xF"	"CMOVxFxT"	2810555620
"16777216x10"	"1000xF"	"CMOVxFxT"	2802534924
"32x500"	"5x8"	"TxFxF"	3836
"32x500"	"5x8"	"TxFxF"	3640
"32x500"	"5x8"	"TxFxF"	3540
"32x500"	"5x8"	"TxFxF"	3856
"32x500"	"5x8"	"TxFxF"	4016
"208064x10"	"500x16"	"TxTxT"	24087304
"208064x10"	"500x16"	"TxTxT"	24021912
"208064x10"	"500x16"	"TxTxT"	24024436
"208064x10"	"500x16"	"TxTxT"	23764228
"208064x10"	"500x16"	"TxTxT"	24054684
"3883400xT"	"10xF"	"TxTxT"	6042262856
"3883400xT"	"10xF"	"TxTxT"	5699914316
"3883400xT"	"10xF"	"TxTxT"	6023141088
"3883400xT"	"10xF"	"TxTxT"	6049902908
"3883400xT"	"10xF"	"TxTxT"	5901165468
"138xF"	"2x32"	"CMOVxFxF"	12612
"138xF"	"2x32"	"CMOVxFxF"	13508
"138xF"	"2x32"	"CMOVxFxF"	18052
"138xF"	"2x32"	"CMOVxFxF"	14900
"138xF"	"2x32"	"CMOVxFxF"	14048
"208064xT"	"50xF"	"CMOVxTxF"	141418304
"208064xT"	"50xF"	"CMOVxTxF"	141850144
"208064xT"	"50xF"	"CMOVxTxF"	143128696
"208064xT"	"50xF"	"CMOVxTxF"	139390092
"208064xT"	"50xF"	"CMOVxTxF"	142239512
"32x500"	"10x16"	"CMOVxTxF"	4008
"32x500"	"10x16"	"CMOVxTxF"	4080
"32x500"	"10x16"	"CMOVxTxF"	4220
"32x500"	"10x16"	"CMOVxTxF"	3972
"32x500"	"10x16"	"CMOVxTxF"	3952
"138x500"	"500x16"	"FxTxT"	23964
"138x500"	"500x16"	"FxTxT"	23828
"138x500"	"500x16"	"FxTxT"	22936
"138x500"	"500x16"	"FxTxT"	22984
"138x500"	"500x16"	"FxTxT"	23032
"597x500"	"100x32"	"TxTxF"	123116
"597x500"	"100x32"	"TxTxF"	122856
"597x500"	"100x32"	"TxTxF"	123076
"597x500"	"100x32"	"TxTxF"	121928
"597x500"	"100x32"	"TxTxF"	120748
"898885xF"	"10x8"	"TxTxF"	113953264
"898885xF"	"10x8"	"TxTxF"	118550760
"898885xF"	"10x8"	"TxTxF"	105243416
"898885xF"	"10x8"	"TxTxF"	113944824
"898885xF"	"10x8"	"TxTxF"	117814776
"16777216x10"	"5x16"	"TxFxF"	1987163856
"16777216x10"	"5x16"	"TxFxF"	2149113388
"16777216x10"	"5x16"	"TxFxF"	1991347904
"16777216x10"	"5x16"	"TxFxF"	1992822332
"16777216x10"	"5x16"	"TxFxF"	1914234368
"597x500"	"5x32"	"FxFxF"	90068
"597x500"	"5x32"	"FxFxF"	95084
"597x500"	"5x32"	"FxFxF"	104988
"597x500"	"5x32"	"FxFxF"	109040
"597x500"	"5x32"	"FxFxF"	92320
"16777216xT"	"1x8"	"CMOVxFxT"	14316396280
"16777216xT"	"1x8"	"CMOVxFxT"	14227579416
"16777216xT"	"1x8"	"CMOVxFxT"	15609219012
"16777216xT"	"1x8"	"CMOVxFxT"	16025027052
"16777216xT"	"1x8"	"CMOVxFxT"	14411923024
"2580xT"	"50x16"	"FxFxT"	308352
"2580xT"	"50x16"	"FxFxT"	299020
"2580xT"	"50x16"	"FxFxT"	293724
"2580xT"	"50x16"	"FxFxT"	299200
"2580xT"	"50x16"	"FxFxT"	317920
"2580x10"	"100x32"	"FxTxF"	676912
"2580x10"	"100x32"	"FxTxF"	656444
"2580x10"	"100x32"	"FxTxF"	653176
"2580x10"	"100x32"	"FxTxF"	654672
"2580x10"	"100x32"	"FxTxF"	649652
"138xF"	"100x16"	"TxTxF"	24536
"138xF"	"100x16"	"TxTxF"	24560
"138xF"	"100x16"	"TxTxF"	23756
"138xF"	"100x16"	"TxTxF"	23968
"138xF"	"100x16"	"TxTxF"	23792
"208064xF"	"1x8"	"TxFxF"	10622536
"208064xF"	"1x8"	"TxFxF"	16257312
"208064xF"	"1x8"	"TxFxF"	19241680
"208064xF"	"1x8"	"TxFxF"	14434692
"208064xF"	"1x8"	"TxFxF"	13429492
"597xF"	"2x8"	"CMOVxTxT"	26048
"597xF"	"2x8"	"CMOVxTxT"	30020
"597xF"	"2x8"	"CMOVxTxT"	23952
"597xF"	"2x8"	"CMOVxTxT"	24712
"597xF"	"2x8"	"CMOVxTxT"	23056
"16777216x500"	"500x8"	"CMOVxFxT"	1946179436
"16777216x500"	"500x8"	"CMOVxFxT"	1942695620
"16777216x500"	"500x8"	"CMOVxFxT"	1949008856
"16777216x500"	"500x8"	"CMOVxFxT"	1949852208
"16777216x500"	"500x8"	"CMOVxFxT"	1935097216
"16777216x500"	"1000xF"	"FxFxT"	2897194828
"16777216x500"	"1000xF"	"FxFxT"	2900867992
"16777216x500"	"1000xF"	"FxFxT"	2904127808
"16777216x500"	"1000xF"	"FxFxT"	2902565352
"16777216x500"	"1000xF"	"FxFxT"	2895749592
"11148xT"	"2x8"	"TxFxF"	1158696
"11148xT"	"2x8"	"TxFxF"	1120304
"11148xT"	"2x8"	"TxFxF"	1076104
"11148xT"	"2x8"	"TxFxF"	1211012
"11148xT"	"2x8"	"TxFxF"	1576900
"597xF"	"1000x16"	"FxTxT"	123048
"597xF"	"1000x16"	"FxTxT"	122888
"597xF"	"1000x16"	"FxTxT"	122068
"597xF"	"1000x16"	"FxTxT"	137432
"597xF"	"1000x16"	"FxTxT"	122648
"898885x10"	"1xF"	"TxTxF"	214875112
"898885x10"	"1xF"	"TxTxF"	207117684
"898885x10"	"1xF"	"TxTxF"	209088820
"898885x10"	"1xF"	"TxTxF"	217483140
"898885x10"	"1xF"	"TxTxF"	214573304
"3883400x500"	"500x8"	"FxTxF"	1077221620
"3883400x500"	"500x8"	"FxTxF"	1082007456
"3883400x500"	"500x8"	"FxTxF"	1078671208
"3883400x500"	"500x8"	"FxTxF"	1078568440
"3883400x500"	"500x8"	"FxTxF"	1077190464
"2580xF"	"2x8"	"TxTxT"	114408
"2580xF"	"2x8"	"TxTxT"	85764
"2580xF"	"2x8"	"TxTxT"	115236
"2580xF"	"2x8"	"TxTxT"	125636
"2580xF"	"2x8"	"TxTxT"	120172
"898885x500"	"10xF"	"FxFxF"	271117964
"898885x500"	"10xF"	"FxFxF"	276043204
"898885x500"	"10xF"	"FxFxF"	267557496
"898885x500"	"10xF"	"FxFxF"	270816480
"898885x500"	"10xF"	"FxFxF"	274985528
"898885x500"	"5xF"	"TxTxT"	102369128
"898885x500"	"5xF"	"TxTxT"	109120340
"898885x500"	"5xF"	"TxTxT"	102678612
"898885x500"	"5xF"	"TxTxT"	110158580
"898885x500"	"5xF"	"TxTxT"	105437488
"898885xF"	"Fx8"	"TxTxT"	27798600
"898885xF"	"Fx8"	"TxTxT"	27760576
"898885xF"	"Fx8"	"TxTxT"	27918448
"898885xF"	"Fx8"	"TxTxT"	27597384
"898885xF"	"Fx8"	"TxTxT"	27915156
"48160xT"	"100x16"	"CMOVxTxF"	22147928
"48160xT"	"100x16"	"CMOVxTxF"	21483796
"48160xT"	"100x16"	"CMOVxTxF"	21385288
"48160xT"	"100x16"	"CMOVxTxF"	21358932
"48160xT"	"100x16"	"CMOVxTxF"	21109132
"597x500"	"5x8"	"FxTxT"	44088
"597x500"	"5x8"	"FxTxT"	44476
"597x500"	"5x8"	"FxTxT"	48424
"597x500"	"5x8"	"FxTxT"	50572
"597x500"	"5x8"	"FxTxT"	43636
"208064x10"	"Fx8"	"CMOVxFxT"	6749128
"208064x10"	"Fx8"	"CMOVxFxT"	6916868
"208064x10"	"Fx8"	"CMOVxFxT"	6862032
"208064x10"	"Fx8"	"CMOVxFxT"	6712396
"208064x10"	"Fx8"	"CMOVxFxT"	6783816
"32x10"	"1xF"	"TxTxT"	2724
"32x10"	"1xF"	"TxTxT"	2460
"32x10"	"1xF"	"TxTxT"	2352
"32x10"	"1xF"	"TxTxT"	2352
"32x10"	"1xF"	"TxTxT"	2172
"208064xT"	"500x32"	"FxFxF"	162448488
"208064xT"	"500x32"	"FxFxF"	162391404
"208064xT"	"500x32"	"FxFxF"	161689792
"208064xT"	"500x32"	"FxFxF"	160256036
"208064xT"	"500x32"	"FxFxF"	162647712
"138x500"	"100xF"	"TxTxT"	20516
"138x500"	"100xF"	"TxTxT"	20180
"138x500"	"100xF"	"TxTxT"	19768
"138x500"	"100xF"	"TxTxT"	19696
"138x500"	"100xF"	"TxTxT"	19264
"16777216x500"	"2x32"	"TxFxF"	1750543132
"16777216x500"	"2x32"	"TxFxF"	1950617128
"16777216x500"	"2x32"	"TxFxF"	1843107220
"16777216x500"	"2x32"	"TxFxF"	1914147804
"16777216x500"	"2x32"	"TxFxF"	1696388840
"597x500"	"Fx32"	"TxFxF"	40348
"597x500"	"Fx32"	"TxFxF"	39376
"597x500"	"Fx32"	"TxFxF"	39300
"597x500"	"Fx32"	"TxFxF"	38324
"597x500"	"Fx32"	"TxFxF"	37532
"898885x10"	"500xF"	"CMOVxFxF"	302659912
"898885x10"	"500xF"	"CMOVxFxF"	302312728
"898885x10"	"500xF"	"CMOVxFxF"	303768588
"898885x10"	"500xF"	"CMOVxFxF"	302797828
"898885x10"	"500xF"	"CMOVxFxF"	302728348
"3883400xF"	"2x16"	"TxFxF"	380802848
"3883400xF"	"2x16"	"TxFxF"	315063448
"3883400xF"	"2x16"	"TxFxF"	432684944
"3883400xF"	"2x16"	"TxFxF"	406547200
"3883400xF"	"2x16"	"TxFxF"	389151480
"898885xT"	"Tx32"	"FxTxT"	1037128256
"898885xT"	"Tx32"	"FxTxT"	1003528724
"898885xT"	"Tx32"	"FxTxT"	975591632
"898885xT"	"Tx32"	"FxTxT"	989399952
"898885xT"	"Tx32"	"FxTxT"	966899300
"597xT"	"2xF"	"TxTxT"	42220
"597xT"	"2xF"	"TxTxT"	43416
"597xT"	"2xF"	"TxTxT"	39452
"597xT"	"2xF"	"TxTxT"	41092
"597xT"	"2xF"	"TxTxT"	38624
"16777216x10"	"Tx16"	"TxTxF"	29978128568
"16777216x10"	"Tx16"	"TxTxF"	29700000896
"16777216x10"	"Tx16"	"TxTxF"	29667992068
"16777216x10"	"Tx16"	"TxTxF"	29579931000
"16777216x10"	"Tx16"	"TxTxF"	29619153944
"898885xF"	"5x32"	"CMOVxFxT"	55635224
"898885xF"	"5x32"	"CMOVxFxT"	65776468
"898885xF"	"5x32"	"CMOVxFxT"	56175324
"898885xF"	"5x32"	"CMOVxFxT"	66230476
"898885xF"	"5x32"	"CMOVxFxT"	61688620
"898885xF"	"10x16"	"FxFxT"	74530652
"898885xF"	"10x16"	"FxFxT"	76181368
"898885xF"	"10x16"	"FxFxT"	72279576
"898885xF"	"10x16"	"FxFxT"	76887944
"898885xF"	"10x16"	"FxFxT"	77656092
"2580x10"	"Tx8"	"FxFxT"	601476
"2580x10"	"Tx8"	"FxFxT"	595844
"2580x10"	"Tx8"	"FxFxT"	597996
"2580x10"	"Tx8"	"FxFxT"	598336
"2580x10"	"Tx8"	"FxFxT"	599912
"208064xF"	"2x16"	"CMOVxTxF"	15462224
"208064xF"	"2x16"	"CMOVxTxF"	23400612
"208064xF"	"2x16"	"CMOVxTxF"	23048220
"208064xF"	"2x16"	"CMOVxTxF"	21807240
"208064xF"	"2x16"	"CMOVxTxF"	16164368
"3883400xF"	"50xF"	"FxTxT"	568117864
"3883400xF"	"50xF"	"FxTxT"	574699016
"3883400xF"	"50xF"	"FxTxT"	569817164
"3883400xF"	"50xF"	"FxTxT"	575589856
"3883400xF"	"50xF"	"FxTxT"	568424328
"2580xT"	"2x8"	"FxFxF"	343192
"2580xT"	"2x8"	"FxFxF"	262180
"2580xT"	"2x8"	"FxFxF"	348500
"2580xT"	"2x8"	"FxFxF"	380244
"2580xT"	"2x8"	"FxFxF"	363424
"138x500"	"Fx16"	"FxFxT"	7968
"138x500"	"Fx16"	"FxFxT"	8088
"138x500"	"Fx16"	"FxFxT"	8072
"138x500"	"Fx16"	"FxFxT"	8200
"138x500"	"Fx16"	"FxFxT"	7792
"11148xT"	"50x32"	"FxTxT"	1737376
"11148xT"	"50x32"	"FxTxT"	1570416
"11148xT"	"50x32"	"FxTxT"	1648012
"11148xT"	"50x32"	"FxTxT"	1696464
"11148xT"	"50x32"	"FxTxT"	1626864
"2580x10"	"500x8"	"TxFxT"	411704
"2580x10"	"500x8"	"TxFxT"	403248
"2580x10"	"500x8"	"TxFxT"	400428
"2580x10"	"500x8"	"TxFxT"	400348
"2580x10"	"500x8"	"TxFxT"	402004
"2580x500"	"1x8"	"TxFxT"	121956
"2580x500"	"1x8"	"TxFxT"	89912
"2580x500"	"1x8"	"TxFxT"	87156
"2580x500"	"1x8"	"TxFxT"	91904
"2580x500"	"1x8"	"TxFxT"	102072
"898885x10"	"TxF"	"TxFxT"	522668548
"898885x10"	"TxF"	"TxFxT"	525740640
"898885x10"	"TxF"	"TxFxT"	524904712
"898885x10"	"TxF"	"TxFxT"	535886396
"898885x10"	"TxF"	"TxFxT"	522399912
"3883400x500"	"FxF"	"FxFxT"	503439984
"3883400x500"	"FxF"	"FxFxT"	503311352
"3883400x500"	"FxF"	"FxFxT"	503776500
"3883400x500"	"FxF"	"FxFxT"	503916608
"3883400x500"	"FxF"	"FxFxT"	503046760
"11148xT"	"1000x16"	"FxFxT"	2343600
"11148xT"	"1000x16"	"FxFxT"	2313448
"11148xT"	"1000x16"	"FxFxT"	2974764
"11148xT"	"1000x16"	"FxFxT"	2957720
"11148xT"	"1000x16"	"FxFxT"	3617996
"898885xT"	"TxF"	"FxTxF"	1251772556
"898885xT"	"TxF"	"FxTxF"	1214824400
"898885xT"	"TxF"	"FxTxF"	1246864768
"898885xT"	"TxF"	"FxTxF"	1223119100
"898885xT"	"TxF"	"FxTxF"	1199823160
"3883400x10"	"FxF"	"FxTxF"	1100177004
"3883400x10"	"FxF"	"FxTxF"	1100782040
"3883400x10"	"FxF"	"FxTxF"	1100661508
"3883400x10"	"FxF"	"FxTxF"	1101202356
"3883400x10"	"FxF"	"FxTxF"	1100305200
"48160x10"	"FxF"	"CMOVxTxT"	4326904
"48160x10"	"FxF"	"CMOVxTxT"	4386824
"48160x10"	"FxF"	"CMOVxTxT"	4313332
"48160x10"	"FxF"	"CMOVxTxT"	4280660
"48160x10"	"FxF"	"CMOVxTxT"	4251120
"597x500"	"500x32"	"CMOVxTxT"	102540
"597x500"	"500x32"	"CMOVxTxT"	101932
"597x500"	"500x32"	"CMOVxTxT"	100824
"597x500"	"500x32"	"CMOVxTxT"	101408
"597x500"	"500x32"	"CMOVxTxT"	100288
"48160xF"	"5x16"	"FxFxF"	7559260
"48160xF"	"5x16"	"FxFxF"	7973380
"48160xF"	"5x16"	"FxFxF"	6730848
"48160xF"	"5x16"	"FxFxF"	7793008
"48160xF"	"5x16"	"FxFxF"	7533048
"16777216x10"	"Fx16"	"FxFxF"	1532255004
"16777216x10"	"Fx16"	"FxFxF"	1532391632
"16777216x10"	"Fx16"	"FxFxF"	1532081184
"16777216x10"	"Fx16"	"FxFxF"	1532162908
"16777216x10"	"Fx16"	"FxFxF"	1532305168
"48160x10"	"100x8"	"CMOVxFxT"	4272636
"48160x10"	"100x8"	"CMOVxFxT"	4318036
"48160x10"	"100x8"	"CMOVxFxT"	4189056
"48160x10"	"100x8"	"CMOVxFxT"	4254560
"48160x10"	"100x8"	"CMOVxFxT"	4245268
"597xF"	"1000xF"	"FxFxT"	117052
"597xF"	"1000xF"	"FxFxT"	115760
"597xF"	"1000xF"	"FxFxT"	114556
"597xF"	"1000xF"	"FxFxT"	115936
"597xF"	"1000xF"	"FxFxT"	115168
"32xT"	"1000x16"	"FxFxF"	5424
"32xT"	"1000x16"	"FxFxF"	5200
"32xT"	"1000x16"	"FxFxF"	5224
"32xT"	"1000x16"	"FxFxF"	5228
"32xT"	"1000x16"	"FxFxF"	5064
"898885xT"	"10x8"	"CMOVxTxF"	526589588
"898885xT"	"10x8"	"CMOVxTxF"	556057404
"898885xT"	"10x8"	"CMOVxTxF"	630202068
"898885xT"	"10x8"	"CMOVxTxF"	580011048
"898885xT"	"10x8"	"CMOVxTxF"	652962980
"32xT"	"10x8"	"FxFxT"	3928
"32xT"	"10x8"	"FxFxT"	4208
"32xT"	"10x8"	"FxFxT"	4172
"32xT"	"10x8"	"FxFxT"	3792
"32xT"	"10x8"	"FxFxT"	3940
"48160xF"	"2x32"	"CMOVxTxF"	5177632
"48160xF"	"2x32"	"CMOVxTxF"	4003556
"48160xF"	"2x32"	"CMOVxTxF"	4487996
"48160xF"	"2x32"	"CMOVxTxF"	4801424
"48160xF"	"2x32"	"CMOVxTxF"	5194772
"208064x500"	"Tx16"	"CMOVxTxT"	91397080
"208064x500"	"Tx16"	"CMOVxTxT"	90446312
"208064x500"	"Tx16"	"CMOVxTxT"	94460912
"208064x500"	"Tx16"	"CMOVxTxT"	90122544
"208064x500"	"Tx16"	"CMOVxTxT"	90394852
"16777216xF"	"5x8"	"CMOVxTxT"	995952924
"16777216xF"	"5x8"	"CMOVxTxT"	1058959124
"16777216xF"	"5x8"	"CMOVxTxT"	999041888
"16777216xF"	"5x8"	"CMOVxTxT"	998139876
"16777216xF"	"5x8"	"CMOVxTxT"	965860932
"138xF"	"Fx16"	"TxFxT"	4992
"138xF"	"Fx16"	"TxFxT"	4940
"138xF"	"Fx16"	"TxFxT"	4792
"138xF"	"Fx16"	"TxFxT"	4828
"138xF"	"Fx16"	"TxFxT"	4724
"898885x10"	"Fx8"	"TxFxT"	26786660
"898885x10"	"Fx8"	"TxFxT"	26881208
"898885x10"	"Fx8"	"TxFxT"	26809200
"898885x10"	"Fx8"	"TxFxT"	26871124
"898885x10"	"Fx8"	"TxFxT"	26794648
"2580xF"	"2x8"	"CMOVxTxT"	121556
"2580xF"	"2x8"	"CMOVxTxT"	94920
"2580xF"	"2x8"	"CMOVxTxT"	121968
"2580xF"	"2x8"	"CMOVxTxT"	131276
"2580xF"	"2x8"	"CMOVxTxT"	126740
"11148xF"	"10xF"	"TxFxF"	2214940
"11148xF"	"10xF"	"TxFxF"	2093052
"11148xF"	"10xF"	"TxFxF"	2142020
"11148xF"	"10xF"	"TxFxF"	2151512
"11148xF"	"10xF"	"TxFxF"	2033540
"32x10"	"1000x8"	"FxFxF"	5440
"32x10"	"1000x8"	"FxFxF"	5260
"32x10"	"1000x8"	"FxFxF"	5372
"32x10"	"1000x8"	"FxFxF"	5212
"32x10"	"1000x8"	"FxFxF"	4956
"16777216x10"	"100xF"	"FxFxT"	2629932732
"16777216x10"	"100xF"	"FxFxT"	2633760040
"16777216x10"	"100xF"	"FxFxT"	2646557192
"16777216x10"	"100xF"	"FxFxT"	2649836772
"16777216x10"	"100xF"	"FxFxT"	2634512704
"3883400x500"	"2x32"	"CMOVxFxT"	241520624
"3883400x500"	"2x32"	"CMOVxFxT"	215195228
"3883400x500"	"2x32"	"CMOVxFxT"	265950160
"3883400x500"	"2x32"	"CMOVxFxT"	254216356
"3883400x500"	"2x32"	"CMOVxFxT"	247556248
"597xT"	"5x32"	"CMOVxTxT"	40532
"597xT"	"5x32"	"CMOVxTxT"	41072
"597xT"	"5x32"	"CMOVxTxT"	43404
"597xT"	"5x32"	"CMOVxTxT"	45252
"597xT"	"5x32"	"CMOVxTxT"	38940
"3883400xF"	"10x32"	"TxFxT"	305196448
"3883400xF"	"10x32"	"TxFxT"	285883392
"3883400xF"	"10x32"	"TxFxT"	304581940
"3883400xF"	"10x32"	"TxFxT"	311833340
"3883400xF"	"10x32"	"TxFxT"	295063736
"48160xF"	"5xF"	"CMOVxTxT"	4475308
"48160xF"	"5xF"	"CMOVxTxT"	4560684
"48160xF"	"5xF"	"CMOVxTxT"	4403708
"48160xF"	"5xF"	"CMOVxTxT"	4523464
"48160xF"	"5xF"	"CMOVxTxT"	4631788
"208064x500"	"100x8"	"TxTxT"	20545840
"208064x500"	"100x8"	"TxTxT"	20761980
"208064x500"	"100x8"	"TxTxT"	20873720
"208064x500"	"100x8"	"TxTxT"	20165152
"208064x500"	"100x8"	"TxTxT"	20262372
"32x10"	"100x8"	"FxTxF"	5516
"32x10"	"100x8"	"FxTxF"	5224
"32x10"	"100x8"	"FxTxF"	5284
"32x10"	"100x8"	"FxTxF"	5164
"32x10"	"100x8"	"FxTxF"	5016
"3883400x10"	"50x16"	"TxFxF"	757919208
"3883400x10"	"50x16"	"TxFxF"	804581808
"3883400x10"	"50x16"	"TxFxF"	772709756
"3883400x10"	"50x16"	"TxFxF"	757948392
"3883400x10"	"50x16"	"TxFxF"	766852316
"16777216xT"	"Fx32"	"CMOVxTxT"	8699846128
"16777216xT"	"Fx32"	"CMOVxTxT"	8672102832
"16777216xT"	"Fx32"	"CMOVxTxT"	8685659888
