"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Cycles
"11148xT"	"1xF"	"CMOVxTxF"	2492668
"11148xT"	"1xF"	"CMOVxTxF"	2442292
"11148xT"	"1xF"	"CMOVxTxF"	2713248
"11148xT"	"1xF"	"CMOVxTxF"	2534792
"11148xT"	"1xF"	"CMOVxTxF"	2824336
"898885x500"	"5xF"	"CMOVxFxT"	103689988
"898885x500"	"5xF"	"CMOVxFxT"	109778132
"898885x500"	"5xF"	"CMOVxFxT"	104681372
"898885x500"	"5xF"	"CMOVxFxT"	114786860
"898885x500"	"5xF"	"CMOVxFxT"	109463924
"138x500"	"500xF"	"FxFxF"	27888
"138x500"	"500xF"	"FxFxF"	28144
"138x500"	"500xF"	"FxFxF"	27900
"138x500"	"500xF"	"FxFxF"	28044
"138x500"	"500xF"	"FxFxF"	27600
"32xT"	"50x8"	"CMOVxFxT"	3616
"32xT"	"50x8"	"CMOVxFxT"	3452
"32xT"	"50x8"	"CMOVxFxT"	3564
"32xT"	"50x8"	"CMOVxFxT"	3288
"32xT"	"50x8"	"CMOVxFxT"	3416
"11148x10"	"Tx32"	"FxTxT"	3097620
"11148x10"	"Tx32"	"FxTxT"	3094736
"11148x10"	"Tx32"	"FxTxT"	3175348
"11148x10"	"Tx32"	"FxTxT"	3089464
"11148x10"	"Tx32"	"FxTxT"	3069616
"3883400xF"	"Tx32"	"TxTxF"	4769034568
"3883400xF"	"Tx32"	"TxTxF"	4769508124
"3883400xF"	"Tx32"	"TxTxF"	4758750044
"3883400xF"	"Tx32"	"TxTxF"	4828817220
"3883400xF"	"Tx32"	"TxTxF"	4747666400
"898885xF"	"5x32"	"TxTxF"	103937160
"898885xF"	"5x32"	"TxTxF"	132680296
"898885xF"	"5x32"	"TxTxF"	104583056
"898885xF"	"5x32"	"TxTxF"	132567820
"898885xF"	"5x32"	"TxTxF"	119965028
"597x10"	"5x16"	"TxTxF"	57308
"597x10"	"5x16"	"TxTxF"	59652
"597x10"	"5x16"	"TxTxF"	71536
"597x10"	"5x16"	"TxTxF"	75276
"597x10"	"5x16"	"TxTxF"	59616
"2580x500"	"1x32"	"CMOVxFxT"	158688
"2580x500"	"1x32"	"CMOVxFxT"	136936
"2580x500"	"1x32"	"CMOVxFxT"	133084
"2580x500"	"1x32"	"CMOVxFxT"	137052
"2580x500"	"1x32"	"CMOVxFxT"	144876
"16777216x10"	"1000x32"	"CMOVxFxT"	2232487972
"16777216x10"	"1000x32"	"CMOVxFxT"	2230945956
"16777216x10"	"1000x32"	"CMOVxFxT"	2233502012
"16777216x10"	"1000x32"	"CMOVxFxT"	2229538168
"16777216x10"	"1000x32"	"CMOVxFxT"	2219958440
"898885x500"	"1x32"	"CMOVxTxF"	85847904
"898885x500"	"1x32"	"CMOVxTxF"	71196792
"898885x500"	"1x32"	"CMOVxTxF"	84042224
"898885x500"	"1x32"	"CMOVxTxF"	95160100
"898885x500"	"1x32"	"CMOVxTxF"	91703576
"3883400xF"	"100xF"	"TxFxF"	1293339800
"3883400xF"	"100xF"	"TxFxF"	1292540260
"3883400xF"	"100xF"	"TxFxF"	1289763232
"3883400xF"	"100xF"	"TxFxF"	1290655092
"3883400xF"	"100xF"	"TxFxF"	1281298616
"208064x500"	"50x16"	"FxTxT"	22638324
"208064x500"	"50x16"	"FxTxT"	22734060
"208064x500"	"50x16"	"FxTxT"	22729348
"208064x500"	"50x16"	"FxTxT"	22584992
"208064x500"	"50x16"	"FxTxT"	23057696
"2580xF"	"1000x32"	"TxFxT"	482672
"2580xF"	"1000x32"	"TxFxT"	483344
"2580xF"	"1000x32"	"TxFxT"	474124
"2580xF"	"1000x32"	"TxFxT"	473272
"2580xF"	"1000x32"	"TxFxT"	480024
"138x500"	"Tx8"	"CMOVxFxF"	24408
"138x500"	"Tx8"	"CMOVxFxF"	24020
"138x500"	"Tx8"	"CMOVxFxF"	23964
"138x500"	"Tx8"	"CMOVxFxF"	23964
"138x500"	"Tx8"	"CMOVxFxF"	23780
"11148xF"	"2x16"	"TxTxF"	1011644
"11148xF"	"2x16"	"TxTxF"	959360
"11148xF"	"2x16"	"TxTxF"	757476
"11148xF"	"2x16"	"TxTxF"	827024
"11148xF"	"2x16"	"TxTxF"	1061844
"2580xT"	"Fx8"	"FxTxT"	132504
"2580xT"	"Fx8"	"FxTxT"	130224
"2580xT"	"Fx8"	"FxTxT"	128724
"2580xT"	"Fx8"	"FxTxT"	129584
"2580xT"	"Fx8"	"FxTxT"	124472
"138x10"	"Fx8"	"CMOVxFxF"	6868
"138x10"	"Fx8"	"CMOVxFxF"	6404
"138x10"	"Fx8"	"CMOVxFxF"	6488
"138x10"	"Fx8"	"CMOVxFxF"	6460
"138x10"	"Fx8"	"CMOVxFxF"	6380
"48160x10"	"2x8"	"TxTxT"	2115692
"48160x10"	"2x8"	"TxTxT"	1631152
"48160x10"	"2x8"	"TxTxT"	1781076
"48160x10"	"2x8"	"TxTxT"	1919732
"48160x10"	"2x8"	"TxTxT"	2091684
"2580xT"	"500x32"	"TxTxF"	677656
"2580xT"	"500x32"	"TxTxF"	669312
"2580xT"	"500x32"	"TxTxF"	665436
"2580xT"	"500x32"	"TxTxF"	664664
"2580xT"	"500x32"	"TxTxF"	667868
"11148x500"	"5x32"	"TxTxT"	762572
"11148x500"	"5x32"	"TxTxT"	731656
"11148x500"	"5x32"	"TxTxT"	724324
"11148x500"	"5x32"	"TxTxT"	691252
"11148x500"	"5x32"	"TxTxT"	712184
"898885x10"	"TxF"	"TxTxF"	700034516
"898885x10"	"TxF"	"TxTxF"	703039252
"898885x10"	"TxF"	"TxTxF"	700414672
"898885x10"	"TxF"	"TxTxF"	823542044
"898885x10"	"TxF"	"TxTxF"	811822016
"3883400xT"	"5x8"	"TxFxF"	3844350708
"3883400xT"	"5x8"	"TxFxF"	4029198556
"3883400xT"	"5x8"	"TxFxF"	4390403016
"3883400xT"	"5x8"	"TxFxF"	4480841520
"3883400xT"	"5x8"	"TxFxF"	3926420576
"898885xF"	"100xF"	"FxTxT"	126761856
"898885xF"	"100xF"	"FxTxT"	126936108
"898885xF"	"100xF"	"FxTxT"	127064460
"898885xF"	"100xF"	"FxTxT"	127385384
"898885xF"	"100xF"	"FxTxT"	127000784
"32xT"	"1x32"	"CMOVxTxT"	2640
"32xT"	"1x32"	"CMOVxTxT"	2464
"32xT"	"1x32"	"CMOVxTxT"	2416
"32xT"	"1x32"	"CMOVxTxT"	2336
"32xT"	"1x32"	"CMOVxTxT"	2332
"138xF"	"1xF"	"CMOVxFxF"	15692
"138xF"	"1xF"	"CMOVxFxF"	16944
"138xF"	"1xF"	"CMOVxFxF"	17820
"138xF"	"1xF"	"CMOVxFxF"	15228
"138xF"	"1xF"	"CMOVxFxF"	17104
"138xT"	"1x8"	"CMOVxFxF"	8676
"138xT"	"1x8"	"CMOVxFxF"	11216
"138xT"	"1x8"	"CMOVxFxF"	13196
"138xT"	"1x8"	"CMOVxFxF"	7920
"138xT"	"1x8"	"CMOVxFxF"	11656
"138xF"	"1000x32"	"FxTxT"	22900
"138xF"	"1000x32"	"FxTxT"	23152
"138xF"	"1000x32"	"FxTxT"	22544
"138xF"	"1000x32"	"FxTxT"	21948
"138xF"	"1000x32"	"FxTxT"	21816
"2580xT"	"10x16"	"CMOVxTxT"	195764
"2580xT"	"10x16"	"CMOVxTxT"	189256
"2580xT"	"10x16"	"CMOVxTxT"	188476
"2580xT"	"10x16"	"CMOVxTxT"	188684
"2580xT"	"10x16"	"CMOVxTxT"	181872
"898885xT"	"100x32"	"TxFxF"	814398948
"898885xT"	"100x32"	"TxFxF"	848908352
"898885xT"	"100x32"	"TxFxF"	848970416
"898885xT"	"100x32"	"TxFxF"	1144187696
"898885xT"	"100x32"	"TxFxF"	1148771228
"208064xT"	"1x32"	"TxFxF"	46134724
"208064xT"	"1x32"	"TxFxF"	63362836
"208064xT"	"1x32"	"TxFxF"	72356424
"208064xT"	"1x32"	"TxFxF"	57978196
"208064xT"	"1x32"	"TxFxF"	53773356
"597xT"	"1x8"	"FxTxF"	64760
"597xT"	"1x8"	"FxTxF"	76224
"597xT"	"1x8"	"FxTxF"	56988
"597xT"	"1x8"	"FxTxF"	60012
"597xT"	"1x8"	"FxTxF"	57932
"138xT"	"10x32"	"CMOVxTxF"	19508
"138xT"	"10x32"	"CMOVxTxF"	19676
"138xT"	"10x32"	"CMOVxTxF"	21380
"138xT"	"10x32"	"CMOVxTxF"	19428
"138xT"	"10x32"	"CMOVxTxF"	18740
"32xF"	"10x8"	"FxTxT"	4020
"32xF"	"10x8"	"FxTxT"	3964
"32xF"	"10x8"	"FxTxT"	3928
"32xF"	"10x8"	"FxTxT"	3752
"32xF"	"10x8"	"FxTxT"	3932
"3883400xT"	"5xF"	"FxTxF"	5846495936
"3883400xT"	"5xF"	"FxTxF"	6111617980
"3883400xT"	"5xF"	"FxTxF"	6547450500
"3883400xT"	"5xF"	"FxTxF"	6384391316
"3883400xT"	"5xF"	"FxTxF"	6408305516
"138xF"	"10x16"	"CMOVxTxF"	17700
"138xF"	"10x16"	"CMOVxTxF"	17960
"138xF"	"10x16"	"CMOVxTxF"	20276
"138xF"	"10x16"	"CMOVxTxF"	17568
"138xF"	"10x16"	"CMOVxTxF"	17872
"3883400xT"	"2x16"	"CMOVxFxF"	2945418056
"3883400xT"	"2x16"	"CMOVxFxF"	2343133048
"3883400xT"	"2x16"	"CMOVxFxF"	3458533748
"3883400xT"	"2x16"	"CMOVxFxF"	3204258776
"3883400xT"	"2x16"	"CMOVxFxF"	3072223360
"32xF"	"50xF"	"FxFxF"	5060
"32xF"	"50xF"	"FxFxF"	4872
"32xF"	"50xF"	"FxFxF"	4904
"32xF"	"50xF"	"FxFxF"	4932
"32xF"	"50xF"	"FxFxF"	4584
"2580x10"	"Tx16"	"FxTxT"	604192
"2580x10"	"Tx16"	"FxTxT"	599412
"2580x10"	"Tx16"	"FxTxT"	600820
"2580x10"	"Tx16"	"FxTxT"	599684
"2580x10"	"Tx16"	"FxTxT"	598828
"16777216x10"	"10x16"	"FxTxF"	2763676308
"16777216x10"	"10x16"	"FxTxF"	2803559964
"16777216x10"	"10x16"	"FxTxF"	2812909560
"16777216x10"	"10x16"	"FxTxF"	2981550440
"16777216x10"	"10x16"	"FxTxF"	2654875720
"32x500"	"Tx16"	"TxTxT"	3884
"32x500"	"Tx16"	"TxTxT"	3740
"32x500"	"Tx16"	"TxTxT"	3748
"32x500"	"Tx16"	"TxTxT"	3412
"32x500"	"Tx16"	"TxTxT"	3672
"3883400x10"	"TxF"	"CMOVxFxT"	3456574652
"3883400x10"	"TxF"	"CMOVxFxT"	3517835644
"3883400x10"	"TxF"	"CMOVxFxT"	3449910052
"3883400x10"	"TxF"	"CMOVxFxT"	3455723704
"3883400x10"	"TxF"	"CMOVxFxT"	3455641364
"32xF"	"1x8"	"FxFxT"	3488
"32xF"	"1x8"	"FxFxT"	2660
"32xF"	"1x8"	"FxFxT"	2396
"32xF"	"1x8"	"FxFxT"	2612
"32xF"	"1x8"	"FxFxT"	2652
"16777216x10"	"500x16"	"TxTxF"	4416770800
"16777216x10"	"500x16"	"TxTxF"	4409294404
"16777216x10"	"500x16"	"TxTxF"	4423588212
"16777216x10"	"500x16"	"TxTxF"	4423040272
"16777216x10"	"500x16"	"TxTxF"	4382384632
"597x500"	"10x8"	"CMOVxTxF"	72976
"597x500"	"10x8"	"CMOVxTxF"	82080
"597x500"	"10x8"	"CMOVxTxF"	73980
"597x500"	"10x8"	"CMOVxTxF"	76236
"597x500"	"10x8"	"CMOVxTxF"	78724
"2580xF"	"10xF"	"FxTxF"	542908
"2580xF"	"10xF"	"FxTxF"	521672
"2580xF"	"10xF"	"FxTxF"	543296
"2580xF"	"10xF"	"FxTxF"	527180
"2580xF"	"10xF"	"FxTxF"	523472
"32xF"	"5x8"	"TxTxT"	3052
"32xF"	"5x8"	"TxTxT"	2784
"32xF"	"5x8"	"TxTxT"	2728
"32xF"	"5x8"	"TxTxT"	2996
"32xF"	"5x8"	"TxTxT"	2960
"11148x10"	"5x32"	"TxFxF"	1415120
"11148x10"	"5x32"	"TxFxF"	1362196
"11148x10"	"5x32"	"TxFxF"	1311008
"11148x10"	"5x32"	"TxFxF"	1249076
"11148x10"	"5x32"	"TxFxF"	1287196
"898885xT"	"50xF"	"CMOVxFxF"	920985252
"898885xT"	"50xF"	"CMOVxFxF"	928329056
"898885xT"	"50xF"	"CMOVxFxF"	964328064
"898885xT"	"50xF"	"CMOVxFxF"	1201459460
"898885xT"	"50xF"	"CMOVxFxF"	1201211260
"208064xT"	"500x32"	"FxTxT"	121907120
"208064xT"	"500x32"	"FxTxT"	121172876
"208064xT"	"500x32"	"FxTxT"	120241552
"208064xT"	"500x32"	"FxTxT"	119830708
"208064xT"	"500x32"	"FxTxT"	120079468
"48160xT"	"TxF"	"FxFxF"	30467480
"48160xT"	"TxF"	"FxFxF"	30237188
"48160xT"	"TxF"	"FxFxF"	30104584
"48160xT"	"TxF"	"FxFxF"	29945900
"48160xT"	"TxF"	"FxFxF"	29779432
"2580x10"	"50x8"	"CMOVxTxF"	463496
"2580x10"	"50x8"	"CMOVxTxF"	452980
"2580x10"	"50x8"	"CMOVxTxF"	458596
"2580x10"	"50x8"	"CMOVxTxF"	451288
"2580x10"	"50x8"	"CMOVxTxF"	454140
"16777216x500"	"1x32"	"TxTxF"	1637253236
"16777216x500"	"1x32"	"TxTxF"	1627577828
"16777216x500"	"1x32"	"TxTxF"	1776966672
"16777216x500"	"1x32"	"TxTxF"	1804284596
"16777216x500"	"1x32"	"TxTxF"	1649700684
"208064xF"	"50x16"	"FxTxF"	46393420
"208064xF"	"50x16"	"FxTxF"	46635736
"208064xF"	"50x16"	"FxTxF"	46698712
"208064xF"	"50x16"	"FxTxF"	45947596
"208064xF"	"50x16"	"FxTxF"	47338064
"898885xF"	"10xF"	"CMOVxFxT"	104289268
"898885xF"	"10xF"	"CMOVxFxT"	105515300
"898885xF"	"10xF"	"CMOVxFxT"	103775580
"898885xF"	"10xF"	"CMOVxFxT"	106611708
"898885xF"	"10xF"	"CMOVxFxT"	107135416
"48160xF"	"1x16"	"FxTxT"	3083424
"48160xF"	"1x16"	"FxTxT"	2433288
"48160xF"	"1x16"	"FxTxT"	2893652
"48160xF"	"1x16"	"FxTxT"	2767096
"48160xF"	"1x16"	"FxTxT"	2430704
"597x10"	"Tx32"	"CMOVxFxF"	123076
"597x10"	"Tx32"	"CMOVxFxF"	123064
"597x10"	"Tx32"	"CMOVxFxF"	121836
"597x10"	"Tx32"	"CMOVxFxF"	122668
"597x10"	"Tx32"	"CMOVxFxF"	120952
"2580x500"	"Fx16"	"TxTxF"	135408
"2580x500"	"Fx16"	"TxTxF"	133544
"2580x500"	"Fx16"	"TxTxF"	133684
"2580x500"	"Fx16"	"TxTxF"	131496
"2580x500"	"Fx16"	"TxTxF"	129472
"2580x500"	"Fx32"	"FxFxT"	154668
"2580x500"	"Fx32"	"FxFxT"	152708
"2580x500"	"Fx32"	"FxFxT"	151704
"2580x500"	"Fx32"	"FxFxT"	149832
"2580x500"	"Fx32"	"FxFxT"	150820
"208064x500"	"2x8"	"TxTxF"	13326324
"208064x500"	"2x8"	"TxTxF"	22054720
"208064x500"	"2x8"	"TxTxF"	21621128
"208064x500"	"2x8"	"TxTxF"	20199760
"208064x500"	"2x8"	"TxTxF"	13917836
"48160xT"	"2x8"	"TxFxF"	10275636
"48160xT"	"2x8"	"TxFxF"	7180844
"48160xT"	"2x8"	"TxFxF"	8421828
"48160xT"	"2x8"	"TxFxF"	8878068
"48160xT"	"2x8"	"TxFxF"	10076336
"16777216xF"	"Tx16"	"FxFxT"	22267624000
"16777216xF"	"Tx16"	"FxFxT"	22373683040
"16777216xF"	"Tx16"	"FxFxT"	21990478552
"16777216xF"	"Tx16"	"FxFxT"	21738823316
"16777216xF"	"Tx16"	"FxFxT"	21687122428
"597xT"	"50xF"	"TxFxT"	70152
"597xT"	"50xF"	"TxFxT"	68684
"597xT"	"50xF"	"TxFxT"	65340
"597xT"	"50xF"	"TxFxT"	69136
"597xT"	"50xF"	"TxFxT"	63500
"2580xF"	"Tx8"	"TxTxT"	543632
"2580xF"	"Tx8"	"TxTxT"	541168
"2580xF"	"Tx8"	"TxTxT"	539824
"2580xF"	"Tx8"	"TxTxT"	540848
"2580xF"	"Tx8"	"TxTxT"	541448
"3883400x500"	"1000x8"	"TxTxF"	1092162340
"3883400x500"	"1000x8"	"TxTxF"	1095559128
"3883400x500"	"1000x8"	"TxTxF"	1093113848
"3883400x500"	"1000x8"	"TxTxF"	1080751948
"3883400x500"	"1000x8"	"TxTxF"	1085757288
"597xF"	"50x8"	"FxFxF"	129996
"597xF"	"50x8"	"FxFxF"	131284
"597xF"	"50x8"	"FxFxF"	125944
"597xF"	"50x8"	"FxFxF"	126368
"597xF"	"50x8"	"FxFxF"	128452
"208064xT"	"50x32"	"CMOVxFxT"	101511664
"208064xT"	"50x32"	"CMOVxFxT"	101757644
"208064xT"	"50x32"	"CMOVxFxT"	102215064
"208064xT"	"50x32"	"CMOVxFxT"	99388112
"208064xT"	"50x32"	"CMOVxFxT"	102080576
"32x500"	"5x32"	"CMOVxFxF"	3924
"32x500"	"5x32"	"CMOVxFxF"	4180
"32x500"	"5x32"	"CMOVxFxF"	3764
"32x500"	"5x32"	"CMOVxFxF"	4120
"32x500"	"5x32"	"CMOVxFxF"	3912
"597xF"	"1000x32"	"CMOVxTxT"	101804
"597xF"	"1000x32"	"CMOVxTxT"	101332
"597xF"	"1000x32"	"CMOVxTxT"	102400
"597xF"	"1000x32"	"CMOVxTxT"	100384
"597xF"	"1000x32"	"CMOVxTxT"	100700
"32x10"	"100x16"	"FxTxT"	4452
"32x10"	"100x16"	"FxTxT"	4212
"32x10"	"100x16"	"FxTxT"	4324
"32x10"	"100x16"	"FxTxT"	4080
"32x10"	"100x16"	"FxTxT"	3972
"32xT"	"100x8"	"TxTxT"	3756
"32xT"	"100x8"	"TxTxT"	3740
"32xT"	"100x8"	"TxTxT"	3764
"32xT"	"100x8"	"TxTxT"	3596
"32xT"	"100x8"	"TxTxT"	3708
"2580xT"	"500xF"	"FxFxT"	472028
"2580xT"	"500xF"	"FxFxT"	465524
"2580xT"	"500xF"	"FxFxT"	460852
"2580xT"	"500xF"	"FxFxT"	461424
"2580xT"	"500xF"	"FxFxT"	459424
"11148x10"	"500xF"	"CMOVxTxT"	1460456
"11148x10"	"500xF"	"CMOVxTxT"	1443112
"11148x10"	"500xF"	"CMOVxTxT"	1454072
"11148x10"	"500xF"	"CMOVxTxT"	1456780
"11148x10"	"500xF"	"CMOVxTxT"	1470312
"16777216x10"	"50x8"	"FxTxF"	3347379040
"16777216x10"	"50x8"	"FxTxF"	3363322960
"16777216x10"	"50x8"	"FxTxF"	3346794616
"16777216x10"	"50x8"	"FxTxF"	3412275868
"16777216x10"	"50x8"	"FxTxF"	3391805524
"898885x500"	"500x16"	"CMOVxTxT"	114671068
"898885x500"	"500x16"	"CMOVxTxT"	109742320
"898885x500"	"500x16"	"CMOVxTxT"	110411868
"898885x500"	"500x16"	"CMOVxTxT"	110114764
"898885x500"	"500x16"	"CMOVxTxT"	109539768
"208064x10"	"5x16"	"TxTxT"	11321124
"208064x10"	"5x16"	"TxTxT"	12588712
"208064x10"	"5x16"	"TxTxT"	12091268
"208064x10"	"5x16"	"TxTxT"	11138780
"208064x10"	"5x16"	"TxTxT"	12166664
"898885x500"	"2xF"	"FxTxF"	245079560
"898885x500"	"2xF"	"FxTxF"	242751788
"898885x500"	"2xF"	"FxTxF"	248912360
"898885x500"	"2xF"	"FxTxF"	248478456
"898885x500"	"2xF"	"FxTxF"	243404596
"2580x500"	"1x32"	"CMOVxFxT"	155332
"2580x500"	"1x32"	"CMOVxFxT"	125580
"2580x500"	"1x32"	"CMOVxFxT"	121680
"2580x500"	"1x32"	"CMOVxFxT"	127348
"2580x500"	"1x32"	"CMOVxFxT"	138780
"898885x10"	"50x32"	"CMOVxTxT"	86517736
"898885x10"	"50x32"	"CMOVxTxT"	85402632
"898885x10"	"50x32"	"CMOVxTxT"	87006504
"898885x10"	"50x32"	"CMOVxTxT"	85717884
"898885x10"	"50x32"	"CMOVxTxT"	86350160
"2580x500"	"1x8"	"FxFxT"	169168
"2580x500"	"1x8"	"FxFxT"	135764
"2580x500"	"1x8"	"FxFxT"	133340
"2580x500"	"1x8"	"FxFxT"	138464
"2580x500"	"1x8"	"FxFxT"	150660
"11148x10"	"2x16"	"FxTxF"	1489396
"11148x10"	"2x16"	"FxTxF"	1437092
"11148x10"	"2x16"	"FxTxF"	1246680
"11148x10"	"2x16"	"FxTxF"	1312144
"11148x10"	"2x16"	"FxTxF"	1529768
"2580x500"	"10x8"	"FxTxF"	432556
"2580x500"	"10x8"	"FxTxF"	422868
"2580x500"	"10x8"	"FxTxF"	442888
"2580x500"	"10x8"	"FxTxF"	431084
"2580x500"	"10x8"	"FxTxF"	423860
"898885xT"	"5x8"	"CMOVxFxT"	383469084
"898885xT"	"5x8"	"CMOVxFxT"	503619360
"898885xT"	"5x8"	"CMOVxFxT"	391160012
"898885xT"	"5x8"	"CMOVxFxT"	521449004
"898885xT"	"5x8"	"CMOVxFxT"	452692400
"48160xF"	"500x32"	"CMOVxTxT"	6085336
"48160xF"	"500x32"	"CMOVxTxT"	6078884
"48160xF"	"500x32"	"CMOVxTxT"	6000552
"48160xF"	"500x32"	"CMOVxTxT"	6006380
"48160xF"	"500x32"	"CMOVxTxT"	5990416
"597x500"	"1000x32"	"FxFxT"	119968
"597x500"	"1000x32"	"FxFxT"	121276
"597x500"	"1000x32"	"FxFxT"	119696
"597x500"	"1000x32"	"FxFxT"	119388
"597x500"	"1000x32"	"FxFxT"	120248
"16777216xT"	"1000x32"	"CMOVxFxF"	45694239464
"16777216xT"	"1000x32"	"CMOVxFxF"	45698216072
"16777216xT"	"1000x32"	"CMOVxFxF"	45746886000
"16777216xT"	"1000x32"	"CMOVxFxF"	45542457716
"16777216xT"	"1000x32"	"CMOVxFxF"	45467324976
"208064xT"	"2x8"	"FxFxF"	53829108
"208064xT"	"2x8"	"FxFxF"	79304600
"208064xT"	"2x8"	"FxFxF"	78637860
"208064xT"	"2x8"	"FxFxF"	76088676
"208064xT"	"2x8"	"FxFxF"	58108376
"3883400xF"	"500xF"	"FxFxF"	1484027548
"3883400xF"	"500xF"	"FxFxF"	1488529584
"3883400xF"	"500xF"	"FxFxF"	1486812800
"3883400xF"	"500xF"	"FxFxF"	1483434848
"3883400xF"	"500xF"	"FxFxF"	1482388392
"898885x500"	"1x16"	"TxTxF"	71544080
"898885x500"	"1x16"	"TxTxF"	56525976
"898885x500"	"1x16"	"TxTxF"	69147500
"898885x500"	"1x16"	"TxTxF"	80914540
"898885x500"	"1x16"	"TxTxF"	77264428
"48160xF"	"1000x32"	"FxFxF"	15975684
"48160xF"	"1000x32"	"FxFxF"	15946020
"48160xF"	"1000x32"	"FxFxF"	15873296
"48160xF"	"1000x32"	"FxFxF"	15966776
"48160xF"	"1000x32"	"FxFxF"	15891812
"597xT"	"10x8"	"CMOVxFxT"	42200
"597xT"	"10x8"	"CMOVxFxT"	44856
"597xT"	"10x8"	"CMOVxFxT"	41128
"597xT"	"10x8"	"CMOVxFxT"	42212
"597xT"	"10x8"	"CMOVxFxT"	43708
"11148xF"	"5x32"	"TxTxT"	678780
"11148xF"	"5x32"	"TxTxT"	658908
"11148xF"	"5x32"	"TxTxT"	646320
"11148xF"	"5x32"	"TxTxT"	625060
"11148xF"	"5x32"	"TxTxT"	628600
"138xT"	"FxF"	"TxFxF"	14768
"138xT"	"FxF"	"TxFxF"	15132
"138xT"	"FxF"	"TxFxF"	15140
"138xT"	"FxF"	"TxFxF"	15276
"138xT"	"FxF"	"TxFxF"	14448
"11148xF"	"1000x8"	"FxTxF"	3509388
"11148xF"	"1000x8"	"FxTxF"	3471780
"11148xF"	"1000x8"	"FxTxF"	3476140
"11148xF"	"1000x8"	"FxTxF"	3482248
"11148xF"	"1000x8"	"FxTxF"	3467968
"138xT"	"5xF"	"TxFxT"	11440
"138xT"	"5xF"	"TxFxT"	11444
"138xT"	"5xF"	"TxFxT"	11716
"138xT"	"5xF"	"TxFxT"	10972
"138xT"	"5xF"	"TxFxT"	10764
"32xT"	"50x32"	"FxFxT"	4364
"32xT"	"50x32"	"FxFxT"	4364
"32xT"	"50x32"	"FxFxT"	4192
"32xT"	"50x32"	"FxFxT"	4172
"32xT"	"50x32"	"FxFxT"	4260
"597x10"	"500x32"	"TxFxF"	126696
"597x10"	"500x32"	"TxFxF"	126596
"597x10"	"500x32"	"TxFxF"	126556
"597x10"	"500x32"	"TxFxF"	126704
"597x10"	"500x32"	"TxFxF"	125044
"48160x10"	"2xF"	"CMOVxFxT"	4351620
"48160x10"	"2xF"	"CMOVxFxT"	4284516
"48160x10"	"2xF"	"CMOVxFxT"	4380192
"48160x10"	"2xF"	"CMOVxFxT"	4302440
"48160x10"	"2xF"	"CMOVxFxT"	4559400
"48160x500"	"Tx8"	"FxTxT"	18056712
"48160x500"	"Tx8"	"FxTxT"	17921680
"48160x500"	"Tx8"	"FxTxT"	17964888
"48160x500"	"Tx8"	"FxTxT"	17692232
"48160x500"	"Tx8"	"FxTxT"	17712872
"16777216x10"	"1xF"	"FxFxF"	5388585612
"16777216x10"	"1xF"	"FxFxF"	5416070396
"16777216x10"	"1xF"	"FxFxF"	5475913988
"16777216x10"	"1xF"	"FxFxF"	5520501592
"16777216x10"	"1xF"	"FxFxF"	5419840428
"898885xF"	"Tx16"	"FxTxF"	854108168
"898885xF"	"Tx16"	"FxTxF"	738484296
"898885xF"	"Tx16"	"FxTxF"	728824900
"898885xF"	"Tx16"	"FxTxF"	737953412
"898885xF"	"Tx16"	"FxTxF"	734452100
"16777216x500"	"Fx8"	"TxFxF"	718402544
"16777216x500"	"Fx8"	"TxFxF"	718521620
"16777216x500"	"Fx8"	"TxFxF"	718558992
"16777216x500"	"Fx8"	"TxFxF"	718634832
"16777216x500"	"Fx8"	"TxFxF"	718511576
"898885x500"	"Tx8"	"CMOVxFxT"	527090472
"898885x500"	"Tx8"	"CMOVxFxT"	529929336
"898885x500"	"Tx8"	"CMOVxFxT"	534124200
"898885x500"	"Tx8"	"CMOVxFxT"	533202176
"898885x500"	"Tx8"	"CMOVxFxT"	523102728
"3883400x500"	"500xF"	"TxFxF"	1416151640
"3883400x500"	"500xF"	"TxFxF"	1416317672
"3883400x500"	"500xF"	"TxFxF"	1414072292
"3883400x500"	"500xF"	"TxFxF"	1410342800
"3883400x500"	"500xF"	"TxFxF"	1407248632
"16777216xT"	"2xF"	"TxFxF"	34352511872
"16777216xT"	"2xF"	"TxFxF"	36318982200
"16777216xT"	"2xF"	"TxFxF"	34271505960
"16777216xT"	"2xF"	"TxFxF"	36092028524
"16777216xT"	"2xF"	"TxFxF"	34836634788
"3883400x10"	"10xF"	"CMOVxTxF"	1162381456
"3883400x10"	"10xF"	"CMOVxTxF"	1129593952
"3883400x10"	"10xF"	"CMOVxTxF"	1183928700
"3883400x10"	"10xF"	"CMOVxTxF"	1182233476
"3883400x10"	"10xF"	"CMOVxTxF"	1137600340
"48160x10"	"50x16"	"FxTxF"	10805272
"48160x10"	"50x16"	"FxTxF"	10765556
"48160x10"	"50x16"	"FxTxF"	10469904
"48160x10"	"50x16"	"FxTxF"	10895212
"48160x10"	"50x16"	"FxTxF"	10682284
"597xF"	"10x32"	"TxFxF"	84584
"597xF"	"10x32"	"TxFxF"	93064
"597xF"	"10x32"	"TxFxF"	86480
"597xF"	"10x32"	"TxFxF"	89488
"597xF"	"10x32"	"TxFxF"	91064
