"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Count
"9961xF"	"Tx16"	"FxFxT"	122030
"9961xF"	"Tx16"	"FxFxT"	122045
"9961xF"	"Tx16"	"FxFxT"	121977
"668xF"	"500x16"	"FxFxT"	5567
"668xF"	"500x16"	"FxFxT"	5550
"668xF"	"500x16"	"FxFxT"	5495
"668xF"	"500x16"	"FxFxT"	5521
"668xF"	"500x16"	"FxFxT"	5500
"3617xF"	"50x16"	"FxFxT"	27791
"3617xF"	"50x16"	"FxFxT"	28824
"3617xF"	"50x16"	"FxFxT"	28977
"3617xF"	"50x16"	"FxFxT"	28904
"3617xF"	"50x16"	"FxFxT"	28669
"668xF"	"10x32"	"TxFxT"	3373
"668xF"	"10x32"	"TxFxT"	3874
"668xF"	"10x32"	"TxFxT"	4008
"668xF"	"10x32"	"TxFxT"	4164
"668xF"	"10x32"	"TxFxT"	3553
"573012xF"	"500x32"	"TxFxT"	6584398
"573012xF"	"500x32"	"TxFxT"	6643999
"573012xF"	"500x32"	"TxFxT"	6587057
"573012xF"	"500x32"	"TxFxT"	6600909
"573012xF"	"500x32"	"TxFxT"	6629421
"573012xF"	"Fx32"	"FxFxT"	1146023
"573012xF"	"Fx32"	"FxFxT"	1146023
"573012xF"	"Fx32"	"FxFxT"	1146023
"573012xF"	"Fx32"	"FxFxT"	1146023
"573012xF"	"Fx32"	"FxFxT"	1146023
"1578085xF"	"1000x32"	"TxFxT"	20425485
"1578085xF"	"1000x32"	"TxFxT"	20315775
"1578085xF"	"1000x32"	"TxFxT"	20330854
"1578085xF"	"1000x32"	"TxFxT"	20427667
"1578085xF"	"1000x32"	"TxFxT"	20435010
"11969176xF"	"1x8"	"TxFxT"	42646749
"11969176xF"	"1x8"	"TxFxT"	30211532
"11969176xF"	"1x8"	"TxFxT"	43145492
"11969176xF"	"1x8"	"TxFxT"	28063293
"11969176xF"	"1x8"	"TxFxT"	33342315
"105897xF"	"Fx16"	"TxFxT"	212392
"105897xF"	"Fx16"	"TxFxT"	212392
"105897xF"	"Fx16"	"TxFxT"	212392
"105897xF"	"Fx16"	"TxFxT"	212392
"105897xF"	"Fx16"	"TxFxT"	212392
"2212005xF"	"10x16"	"FxFxT"	11997845
"2212005xF"	"10x16"	"FxFxT"	13294463
"2212005xF"	"10x16"	"FxFxT"	11617620
"2212005xF"	"10x16"	"FxFxT"	13132762
"2212005xF"	"10x16"	"FxFxT"	12270845
"3617xF"	"2x32"	"TxFxT"	14590
"3617xF"	"2x32"	"TxFxT"	18782
"3617xF"	"2x32"	"TxFxT"	14418
"3617xF"	"2x32"	"TxFxT"	16467
"3617xF"	"2x32"	"TxFxT"	17103
"408797xF"	"1000x32"	"FxFxT"	5168196
"408797xF"	"1000x32"	"FxFxT"	5191842
"408797xF"	"1000x32"	"FxFxT"	5200299
"408797xF"	"1000x32"	"FxFxT"	5222543
"408797xF"	"1000x32"	"FxFxT"	5173239
"11969176xF"	"10xF"	"FxFxT"	158619462
"11969176xF"	"10xF"	"FxFxT"	157050274
"11969176xF"	"10xF"	"FxFxT"	157908284
"11969176xF"	"10xF"	"FxFxT"	156214511
"11969176xF"	"10xF"	"FxFxT"	156870342
"53898xF"	"Tx8"	"TxFxT"	800435
"53898xF"	"Tx8"	"TxFxT"	800377
"53898xF"	"Tx8"	"TxFxT"	800398
"53898xF"	"Tx8"	"TxFxT"	800307
"53898xF"	"Tx8"	"TxFxT"	800390
"208064xF"	"2x16"	"TxFxT"	600575
"208064xF"	"2x16"	"TxFxT"	951642
"208064xF"	"2x16"	"TxFxT"	942979
"208064xF"	"2x16"	"TxFxT"	885224
"208064xF"	"2x16"	"TxFxT"	642423
"6091903xF"	"Fx32"	"FxFxT"	13095419
"6091903xF"	"Fx32"	"FxFxT"	13095419
"6091903xF"	"Fx32"	"FxFxT"	13095419
"6091903xF"	"Fx32"	"FxFxT"	13095419
"6091903xF"	"Fx32"	"FxFxT"	13095419
"19571xF"	"10x16"	"TxFxT"	99025
"19571xF"	"10x16"	"TxFxT"	114858
"19571xF"	"10x16"	"TxFxT"	103551
"19571xF"	"10x16"	"TxFxT"	106671
"19571xF"	"10x16"	"TxFxT"	101781
"573012xF"	"1x16"	"TxFxT"	1735278
"573012xF"	"1x16"	"TxFxT"	2053146
"573012xF"	"1x16"	"TxFxT"	1332784
"573012xF"	"1x16"	"TxFxT"	1199059
"573012xF"	"1x16"	"TxFxT"	2013049
"3617xF"	"1xF"	"TxFxT"	22674
"3617xF"	"1xF"	"TxFxT"	26229
"3617xF"	"1xF"	"TxFxT"	21739
"3617xF"	"1xF"	"TxFxT"	22085
"3617xF"	"1xF"	"TxFxT"	24307
"340xF"	"10xF"	"FxFxT"	1832
"340xF"	"10xF"	"FxFxT"	2019
"340xF"	"10xF"	"FxFxT"	1813
"340xF"	"10xF"	"FxFxT"	2048
"340xF"	"10xF"	"FxFxT"	1850
"27432xF"	"5x8"	"FxFxT"	111355
"27432xF"	"5x8"	"FxFxT"	95680
"27432xF"	"5x8"	"FxFxT"	119653
"27432xF"	"5x8"	"FxFxT"	140017
"27432xF"	"5x8"	"FxFxT"	82643
"477xF"	"1x16"	"FxFxT"	1837
"477xF"	"1x16"	"FxFxT"	1702
"477xF"	"1x16"	"FxFxT"	1675
"477xF"	"1x16"	"FxFxT"	1146
"477xF"	"1x16"	"FxFxT"	1218
"291643xF"	"1x8"	"FxFxT"	747402
"291643xF"	"1x8"	"FxFxT"	1060164
"291643xF"	"1x8"	"FxFxT"	677616
"291643xF"	"1x8"	"FxFxT"	959686
"291643xF"	"1x8"	"FxFxT"	646722
"291643xF"	"100xF"	"TxFxT"	3529862
"291643xF"	"100xF"	"TxFxT"	3546306
"291643xF"	"100xF"	"TxFxT"	3611608
"291643xF"	"100xF"	"TxFxT"	3556664
"291643xF"	"100xF"	"TxFxT"	3563444
"1841xF"	"FxF"	"FxFxT"	9749
"1841xF"	"FxF"	"FxFxT"	9749
"1841xF"	"FxF"	"FxFxT"	9749
"1841xF"	"FxF"	"FxFxT"	9749
"1841xF"	"FxF"	"FxFxT"	9749
"3100571xF"	"Tx8"	"FxFxT"	64044330
"3100571xF"	"Tx8"	"FxFxT"	64044427
"3100571xF"	"Tx8"	"FxFxT"	64044591
"3100571xF"	"Tx8"	"FxFxT"	64043213
"3100571xF"	"Tx8"	"FxFxT"	64042725
"8539032xF"	"1x32"	"TxFxT"	25202577
"8539032xF"	"1x32"	"TxFxT"	24215418
"8539032xF"	"1x32"	"TxFxT"	37729581
"8539032xF"	"1x32"	"TxFxT"	21892701
"8539032xF"	"1x32"	"TxFxT"	24660630
"3617xF"	"100xF"	"FxFxT"	31799
"3617xF"	"100xF"	"FxFxT"	32483
"3617xF"	"100xF"	"FxFxT"	32553
"3617xF"	"100xF"	"FxFxT"	32279
"3617xF"	"100xF"	"FxFxT"	32364
"105897xF"	"5x32"	"TxFxT"	579524
"105897xF"	"5x32"	"TxFxT"	610202
"105897xF"	"5x32"	"TxFxT"	567050
"105897xF"	"5x32"	"TxFxT"	616722
"105897xF"	"5x32"	"TxFxT"	595095
"6091903xF"	"50x16"	"TxFxT"	48984291
"6091903xF"	"50x16"	"TxFxT"	48829571
"6091903xF"	"50x16"	"TxFxT"	48599199
"6091903xF"	"50x16"	"TxFxT"	50978677
"6091903xF"	"50x16"	"TxFxT"	50431189
"13962xF"	"1000xF"	"FxFxT"	159958
"13962xF"	"1000xF"	"FxFxT"	159507
"13962xF"	"1000xF"	"FxFxT"	159524
"13962xF"	"1000xF"	"FxFxT"	160109
"13962xF"	"1000xF"	"FxFxT"	159592
"803192xF"	"1000x16"	"TxFxT"	9994079
"803192xF"	"1000x16"	"TxFxT"	10001503
"803192xF"	"1000x16"	"TxFxT"	10045943
"803192xF"	"1000x16"	"TxFxT"	10010249
"803192xF"	"1000x16"	"TxFxT"	9995849
"32xF"	"2xF"	"FxFxT"	94
"32xF"	"2xF"	"FxFxT"	91
"32xF"	"2xF"	"FxFxT"	94
"32xF"	"2xF"	"FxFxT"	96
"32xF"	"2xF"	"FxFxT"	103
"173xF"	"10x8"	"FxFxT"	814
"173xF"	"10x8"	"FxFxT"	884
"173xF"	"10x8"	"FxFxT"	877
"173xF"	"10x8"	"FxFxT"	797
"173xF"	"10x8"	"FxFxT"	850
"124xF"	"50x32"	"FxFxT"	701
"124xF"	"50x32"	"FxFxT"	675
"124xF"	"50x32"	"FxFxT"	688
"124xF"	"50x32"	"FxFxT"	690
"124xF"	"50x32"	"FxFxT"	683
"148437xF"	"10x32"	"FxFxT"	811778
"148437xF"	"10x32"	"FxFxT"	866645
"148437xF"	"10x32"	"FxFxT"	903509
"148437xF"	"10x32"	"FxFxT"	906580
"148437xF"	"10x32"	"FxFxT"	930854
"5070xF"	"2xF"	"TxFxT"	35493
"5070xF"	"2xF"	"TxFxT"	36853
"5070xF"	"2xF"	"TxFxT"	31924
"5070xF"	"2xF"	"TxFxT"	36240
"5070xF"	"2xF"	"TxFxT"	34830
"11969176xF"	"TxF"	"FxFxT"	266552428
"11969176xF"	"TxF"	"FxFxT"	266555241
"11969176xF"	"TxF"	"FxFxT"	266556253
"11969176xF"	"TxF"	"FxFxT"	266556872
"11969176xF"	"TxF"	"FxFxT"	266550792
"243xF"	"100x16"	"TxFxT"	1606
"243xF"	"100x16"	"TxFxT"	1589
"243xF"	"100x16"	"TxFxT"	1603
"243xF"	"100x16"	"TxFxT"	1615
"243xF"	"100x16"	"TxFxT"	1614
"9961xF"	"5x16"	"FxFxT"	51166
"9961xF"	"5x16"	"FxFxT"	51905
"9961xF"	"5x16"	"FxFxT"	43661
"9961xF"	"5x16"	"FxFxT"	49032
"9961xF"	"5x16"	"FxFxT"	43692
"19571xF"	"Tx16"	"FxFxT"	258760
"19571xF"	"Tx16"	"FxFxT"	258873
"19571xF"	"Tx16"	"FxFxT"	258855
"19571xF"	"Tx16"	"FxFxT"	258794
"19571xF"	"Tx16"	"FxFxT"	258806
"1841xF"	"50x32"	"TxFxT"	14682
"1841xF"	"50x32"	"TxFxT"	14681
"1841xF"	"50x32"	"TxFxT"	14613
"1841xF"	"50x32"	"TxFxT"	14803
"1841xF"	"50x32"	"TxFxT"	14764
"477xF"	"100x8"	"TxFxT"	3562
"477xF"	"100x8"	"TxFxT"	3568
"477xF"	"100x8"	"TxFxT"	3583
"477xF"	"100x8"	"TxFxT"	3432
"477xF"	"100x8"	"TxFxT"	3517
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"105897xF"	"1000x32"	"FxFxT"	1325033
"105897xF"	"1000x32"	"FxFxT"	1323424
"105897xF"	"1000x32"	"FxFxT"	1331586
"105897xF"	"1000x32"	"FxFxT"	1327578
"105897xF"	"1000x32"	"FxFxT"	1325813
"173xF"	"TxF"	"TxFxT"	1082
"173xF"	"TxF"	"TxFxT"	1066
"173xF"	"TxF"	"TxFxT"	1082
"173xF"	"TxF"	"TxFxT"	1083
"173xF"	"TxF"	"TxFxT"	1088
"8539032xF"	"100x32"	"FxFxT"	78022706
"8539032xF"	"100x32"	"FxFxT"	77506671
"8539032xF"	"100x32"	"FxFxT"	77851915
"8539032xF"	"100x32"	"FxFxT"	77354091
"8539032xF"	"100x32"	"FxFxT"	78937438
"38452xF"	"1000x8"	"FxFxT"	446667
"38452xF"	"1000x8"	"FxFxT"	446290
"38452xF"	"1000x8"	"FxFxT"	444581
"38452xF"	"1000x8"	"FxFxT"	447266
"38452xF"	"1000x8"	"FxFxT"	446140
"243xF"	"1x32"	"FxFxT"	672
"243xF"	"1x32"	"FxFxT"	717
"243xF"	"1x32"	"FxFxT"	647
"243xF"	"1x32"	"FxFxT"	782
"243xF"	"1x32"	"FxFxT"	826
"88xF"	"2x32"	"FxFxT"	243
"88xF"	"2x32"	"FxFxT"	340
"88xF"	"2x32"	"FxFxT"	248
"88xF"	"2x32"	"FxFxT"	378
"88xF"	"2x32"	"FxFxT"	218
"573012xF"	"100x16"	"FxFxT"	5042318
"573012xF"	"100x16"	"FxFxT"	5080577
"573012xF"	"100x16"	"FxFxT"	4924284
"573012xF"	"100x16"	"FxFxT"	5094547
"573012xF"	"100x16"	"FxFxT"	5051460
"668xF"	"50x8"	"FxFxT"	4699
"668xF"	"50x8"	"FxFxT"	4585
"668xF"	"50x8"	"FxFxT"	4641
"668xF"	"50x8"	"FxFxT"	4871
"668xF"	"50x8"	"FxFxT"	4765
"937xF"	"Fx8"	"FxFxT"	1279
"937xF"	"Fx8"	"FxFxT"	1279
"937xF"	"Fx8"	"FxFxT"	1279
"937xF"	"Fx8"	"FxFxT"	1279
"937xF"	"Fx8"	"FxFxT"	1279
"11969176xF"	"10xF"	"TxFxT"	160346565
"11969176xF"	"10xF"	"TxFxT"	159557744
"11969176xF"	"10xF"	"TxFxT"	160273958
"11969176xF"	"10xF"	"TxFxT"	158207804
"11969176xF"	"10xF"	"TxFxT"	158932698
"7106xF"	"1x8"	"TxFxT"	18043
"7106xF"	"1x8"	"TxFxT"	14531
"7106xF"	"1x8"	"TxFxT"	12549
"7106xF"	"1x8"	"TxFxT"	12862
"7106xF"	"1x8"	"TxFxT"	24160
"7106xF"	"100x8"	"FxFxT"	60321
"7106xF"	"100x8"	"FxFxT"	59191
"7106xF"	"100x8"	"FxFxT"	61963
"7106xF"	"100x8"	"FxFxT"	60627
"7106xF"	"100x8"	"FxFxT"	60716
"63xF"	"10x32"	"TxFxT"	276
"63xF"	"10x32"	"TxFxT"	260
"63xF"	"10x32"	"TxFxT"	268
"63xF"	"10x32"	"TxFxT"	278
"63xF"	"10x32"	"TxFxT"	269
"75549xF"	"500x32"	"FxFxT"	861719
"75549xF"	"500x32"	"FxFxT"	862638
"75549xF"	"500x32"	"FxFxT"	870796
"75549xF"	"500x32"	"FxFxT"	866916
"75549xF"	"500x32"	"FxFxT"	867291
"45xF"	"1000x32"	"TxFxT"	193
"45xF"	"1000x32"	"TxFxT"	200
"45xF"	"1000x32"	"TxFxT"	198
"45xF"	"1000x32"	"TxFxT"	201
"45xF"	"1000x32"	"TxFxT"	199
"5070xF"	"500xF"	"FxFxT"	51382
"5070xF"	"500xF"	"FxFxT"	51911
"5070xF"	"500xF"	"FxFxT"	51825
"5070xF"	"500xF"	"FxFxT"	51589
"5070xF"	"500xF"	"FxFxT"	51419
"148437xF"	"Tx16"	"TxFxT"	2403102
"148437xF"	"Tx16"	"TxFxT"	2403418
"148437xF"	"Tx16"	"TxFxT"	2403751
"148437xF"	"Tx16"	"TxFxT"	2403549
"148437xF"	"Tx16"	"TxFxT"	2403784
"1313xF"	"Fx16"	"TxFxT"	2402
"1313xF"	"Fx16"	"TxFxT"	2402
"1313xF"	"Fx16"	"TxFxT"	2402
"1313xF"	"Fx16"	"TxFxT"	2402
"1313xF"	"Fx16"	"TxFxT"	2402
"2580xF"	"500x8"	"FxFxT"	25539
"2580xF"	"500x8"	"FxFxT"	25105
"2580xF"	"500x8"	"FxFxT"	25211
"2580xF"	"500x8"	"FxFxT"	25273
"2580xF"	"500x8"	"FxFxT"	25325
"3100571xF"	"10x8"	"TxFxT"	17781867
"3100571xF"	"10x8"	"TxFxT"	17860776
"3100571xF"	"10x8"	"TxFxT"	16206724
"3100571xF"	"10x8"	"TxFxT"	15906523
"3100571xF"	"10x8"	"TxFxT"	18025051
"1578085xF"	"500xF"	"TxFxT"	23224661
"1578085xF"	"500xF"	"TxFxT"	23243337
"1578085xF"	"500xF"	"TxFxT"	23208926
"1578085xF"	"500xF"	"TxFxT"	23178023
"1578085xF"	"500xF"	"TxFxT"	23325122
"13962xF"	"5xF"	"TxFxT"	117103
"13962xF"	"5xF"	"TxFxT"	113445
"13962xF"	"5xF"	"TxFxT"	112330
"13962xF"	"5xF"	"TxFxT"	104349
"13962xF"	"5xF"	"TxFxT"	109538
"937xF"	"50xF"	"TxFxT"	6993
"937xF"	"50xF"	"TxFxT"	7026
"937xF"	"50xF"	"TxFxT"	6991
"937xF"	"50xF"	"TxFxT"	6972
"937xF"	"50xF"	"TxFxT"	6891
"208064xF"	"500x16"	"FxFxT"	2361146
"208064xF"	"500x16"	"FxFxT"	2361898
"208064xF"	"500x16"	"FxFxT"	2354286
"208064xF"	"500x16"	"FxFxT"	2338322
"208064xF"	"500x16"	"FxFxT"	2369905
"38452xF"	"5x8"	"TxFxT"	154408
"38452xF"	"5x8"	"TxFxT"	176920
"38452xF"	"5x8"	"TxFxT"	155619
"38452xF"	"5x8"	"TxFxT"	171154
"38452xF"	"5x8"	"TxFxT"	174463
"27432xF"	"1000xF"	"TxFxT"	332704
"27432xF"	"1000xF"	"TxFxT"	333304
"27432xF"	"1000xF"	"TxFxT"	332254
"27432xF"	"1000xF"	"TxFxT"	331152
"27432xF"	"1000xF"	"TxFxT"	331801
"1578085xF"	"2x8"	"FxFxT"	4627328
"1578085xF"	"2x8"	"FxFxT"	4060654
"1578085xF"	"2x8"	"FxFxT"	4107616
"1578085xF"	"2x8"	"FxFxT"	5529146
"1578085xF"	"2x8"	"FxFxT"	3130398
"1125835xF"	"1xF"	"FxFxT"	11355497
"1125835xF"	"1xF"	"FxFxT"	11422305
"1125835xF"	"1xF"	"FxFxT"	11818932
"1125835xF"	"1xF"	"FxFxT"	11520767
"1125835xF"	"1xF"	"FxFxT"	11221820
"75549xF"	"2x32"	"TxFxT"	294503
"75549xF"	"2x32"	"TxFxT"	337705
"75549xF"	"2x32"	"TxFxT"	385749
"75549xF"	"2x32"	"TxFxT"	318571
"75549xF"	"2x32"	"TxFxT"	375320
"803192xF"	"5x32"	"FxFxT"	3688442
"803192xF"	"5x32"	"FxFxT"	3604964
"803192xF"	"5x32"	"FxFxT"	4184054
"803192xF"	"5x32"	"FxFxT"	3619736
"803192xF"	"5x32"	"FxFxT"	4555444
"2212005xF"	"2x16"	"FxFxT"	7458953
"2212005xF"	"2x16"	"FxFxT"	8689069
"2212005xF"	"2x16"	"FxFxT"	7346511
"2212005xF"	"2x16"	"FxFxT"	9261419
"2212005xF"	"2x16"	"FxFxT"	7911533
"9961xF"	"1000x8"	"TxFxT"	111721
"9961xF"	"1000x8"	"TxFxT"	112807
"9961xF"	"1000x8"	"TxFxT"	112170
"9961xF"	"1000x8"	"TxFxT"	112085
"9961xF"	"1000x8"	"TxFxT"	112883
"408797xF"	"50xF"	"FxFxT"	4860547
"408797xF"	"50xF"	"FxFxT"	4867221
"408797xF"	"50xF"	"FxFxT"	4861462
"408797xF"	"50xF"	"FxFxT"	4839842
"408797xF"	"50xF"	"FxFxT"	4913152
"340xF"	"Tx32"	"TxFxT"	2510
"340xF"	"Tx32"	"TxFxT"	2515
"340xF"	"Tx32"	"TxFxT"	2495
"340xF"	"Tx32"	"TxFxT"	2508
"340xF"	"Tx32"	"TxFxT"	2484
"88xF"	"500x16"	"TxFxT"	478
"88xF"	"500x16"	"TxFxT"	480
"88xF"	"500x16"	"TxFxT"	487
"88xF"	"500x16"	"TxFxT"	482
"88xF"	"500x16"	"TxFxT"	484
"63xF"	"Tx32"	"FxFxT"	309
"63xF"	"Tx32"	"FxFxT"	301
"63xF"	"Tx32"	"FxFxT"	307
"63xF"	"Tx32"	"FxFxT"	310
"63xF"	"Tx32"	"FxFxT"	306
"1125835xF"	"100x32"	"TxFxT"	10384888
"1125835xF"	"100x32"	"TxFxT"	10587486
"1125835xF"	"100x32"	"TxFxT"	10376861
"1125835xF"	"100x32"	"TxFxT"	10289058
"1125835xF"	"100x32"	"TxFxT"	10418823
"1313xF"	"50x16"	"FxFxT"	9813
"1313xF"	"50x16"	"FxFxT"	9939
"1313xF"	"50x16"	"FxFxT"	9365
"1313xF"	"50x16"	"FxFxT"	10044
"1313xF"	"50x16"	"FxFxT"	9981
"45xF"	"5xF"	"FxFxT"	168
"45xF"	"5xF"	"FxFxT"	154
"45xF"	"5xF"	"FxFxT"	152
"45xF"	"5xF"	"FxFxT"	166
"45xF"	"5xF"	"FxFxT"	165
"4346076xF"	"Fx16"	"FxFxT"	6967515
"4346076xF"	"Fx16"	"FxFxT"	6967515
"4346076xF"	"Fx16"	"FxFxT"	6967515
"4346076xF"	"Fx16"	"FxFxT"	6967515
"4346076xF"	"Fx16"	"FxFxT"	6967515
"2212005xF"	"500x8"	"TxFxT"	23874565
"2212005xF"	"500x8"	"TxFxT"	23870681
"2212005xF"	"500x8"	"TxFxT"	23991851
"2212005xF"	"500x8"	"TxFxT"	23865161
"2212005xF"	"500x8"	"TxFxT"	23751715
"2580xF"	"2x8"	"TxFxT"	8900
"2580xF"	"2x8"	"TxFxT"	5612
"2580xF"	"2x8"	"TxFxT"	9222
"2580xF"	"2x8"	"TxFxT"	10648
"2580xF"	"2x8"	"TxFxT"	10158
"4346076xF"	"50x8"	"TxFxT"	33026577
"4346076xF"	"50x8"	"TxFxT"	32269876
"4346076xF"	"50x8"	"TxFxT"	33064140
"4346076xF"	"50x8"	"TxFxT"	32634196
"4346076xF"	"50x8"	"TxFxT"	32429374
"16777216xF"	"5x16"	"TxFxT"	74426559
"16777216xF"	"5x16"	"TxFxT"	81835342
"16777216xF"	"5x16"	"TxFxT"	74896468
"16777216xF"	"5x16"	"TxFxT"	74031251
"16777216xF"	"5x16"	"TxFxT"	71772124
"32xF"	"500x32"	"TxFxT"	126
"32xF"	"500x32"	"TxFxT"	119
"32xF"	"500x32"	"TxFxT"	123
"32xF"	"500x32"	"TxFxT"	125
"32xF"	"500x32"	"TxFxT"	125
"408797xF"	"FxF"	"TxFxT"	3858318
"408797xF"	"FxF"	"TxFxT"	3858318
"408797xF"	"FxF"	"TxFxT"	3858318
"408797xF"	"FxF"	"TxFxT"	3858318
"408797xF"	"FxF"	"TxFxT"	3858318
"16777216xF"	"1000x16"	"FxFxT"	201710371
"16777216xF"	"1000x16"	"FxFxT"	202156138
"16777216xF"	"1000x16"	"FxFxT"	202375527
"16777216xF"	"1000x16"	"FxFxT"	201779178
"16777216xF"	"1000x16"	"FxFxT"	201034183
"53898xF"	"10x16"	"FxFxT"	275894
"53898xF"	"10x16"	"FxFxT"	334447
"53898xF"	"10x16"	"FxFxT"	307078
"53898xF"	"10x16"	"FxFxT"	310245
"53898xF"	"10x16"	"FxFxT"	284780
"668xF"	"Fx8"	"TxFxT"	979
"668xF"	"Fx8"	"TxFxT"	979
"668xF"	"Fx8"	"TxFxT"	979
"668xF"	"Fx8"	"TxFxT"	979
"668xF"	"Fx8"	"TxFxT"	979
"1125835xF"	"Tx16"	"TxFxT"	21511060
"1125835xF"	"Tx16"	"TxFxT"	21510493
"1125835xF"	"Tx16"	"TxFxT"	21509535
"1125835xF"	"Tx16"	"TxFxT"	21509283
"1125835xF"	"Tx16"	"TxFxT"	21510551
"477xF"	"100x32"	"TxFxT"	3482
"477xF"	"100x32"	"TxFxT"	3482
"477xF"	"100x32"	"TxFxT"	3469
"477xF"	"100x32"	"TxFxT"	3386
"477xF"	"100x32"	"TxFxT"	3457
"75549xF"	"1000x16"	"TxFxT"	908833
"75549xF"	"1000x16"	"TxFxT"	908679
"75549xF"	"1000x16"	"TxFxT"	910072
"75549xF"	"1000x16"	"TxFxT"	916372
"75549xF"	"1000x16"	"TxFxT"	914790
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"100x16"	"TxFxT"	490234
"53898xF"	"100x16"	"TxFxT"	489348
"53898xF"	"100x16"	"TxFxT"	499080
"53898xF"	"100x16"	"TxFxT"	496205
"53898xF"	"100x16"	"TxFxT"	489423
"13962xF"	"Tx32"	"FxFxT"	175882
"13962xF"	"Tx32"	"FxFxT"	175835
"13962xF"	"Tx32"	"FxFxT"	175927
"13962xF"	"Tx32"	"FxFxT"	175813
"13962xF"	"Tx32"	"FxFxT"	176028
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"1841xF"	"5xF"	"FxFxT"	11771
"1841xF"	"5xF"	"FxFxT"	11769
"1841xF"	"5xF"	"FxFxT"	11965
"1841xF"	"5xF"	"FxFxT"	12437
"1841xF"	"5xF"	"FxFxT"	11387
"63xF"	"2x8"	"FxFxT"	219
"63xF"	"2x8"	"FxFxT"	115
"63xF"	"2x8"	"FxFxT"	207
"63xF"	"2x8"	"FxFxT"	257
"63xF"	"2x8"	"FxFxT"	212
"803192xF"	"Fx32"	"TxFxT"	2015607
"803192xF"	"Fx32"	"TxFxT"	2015607
"803192xF"	"Fx32"	"TxFxT"	2015607
"803192xF"	"Fx32"	"TxFxT"	2015607
"803192xF"	"Fx32"	"TxFxT"	2015607
"105897xF"	"2x16"	"TxFxT"	482335
"105897xF"	"2x16"	"TxFxT"	411699
"105897xF"	"2x16"	"TxFxT"	394007
"105897xF"	"2x16"	"TxFxT"	454411
"105897xF"	"2x16"	"TxFxT"	401071
"6091903xF"	"100x32"	"FxFxT"	57129524
"6091903xF"	"100x32"	"FxFxT"	58090229
"6091903xF"	"100x32"	"FxFxT"	57687176
"6091903xF"	"100x32"	"FxFxT"	56876710
"6091903xF"	"100x32"	"FxFxT"	57550022
"3617xF"	"1000x32"	"FxFxT"	37086
"3617xF"	"1000x32"	"FxFxT"	37060
"3617xF"	"1000x32"	"FxFxT"	37059
"3617xF"	"1000x32"	"FxFxT"	37081
"3617xF"	"1000x32"	"FxFxT"	37127
"173xF"	"2xF"	"FxFxT"	672
"173xF"	"2xF"	"FxFxT"	677
"173xF"	"2xF"	"FxFxT"	686
"173xF"	"2xF"	"FxFxT"	776
"173xF"	"2xF"	"FxFxT"	669
"11969176xF"	"5x16"	"TxFxT"	55736623
"11969176xF"	"5x16"	"TxFxT"	55905491
"11969176xF"	"5x16"	"TxFxT"	54882548
"11969176xF"	"5x16"	"TxFxT"	53538813
"11969176xF"	"5x16"	"TxFxT"	51864649
"4346076xF"	"Fx16"	"TxFxT"	7119287
"4346076xF"	"Fx16"	"TxFxT"	7119287
"4346076xF"	"Fx16"	"TxFxT"	7119287
"4346076xF"	"Fx16"	"TxFxT"	7119287
"4346076xF"	"Fx16"	"TxFxT"	7119287
"88xF"	"10x8"	"TxFxT"	400
"88xF"	"10x8"	"TxFxT"	430
"88xF"	"10x8"	"TxFxT"	392
"88xF"	"10x8"	"TxFxT"	447
"88xF"	"10x8"	"TxFxT"	375
"124xF"	"100x8"	"TxFxT"	737
"124xF"	"100x8"	"TxFxT"	758
"124xF"	"100x8"	"TxFxT"	766
"124xF"	"100x8"	"TxFxT"	744
"124xF"	"100x8"	"TxFxT"	756
"38452xF"	"5x32"	"TxFxT"	184132
"38452xF"	"5x32"	"TxFxT"	206693
"38452xF"	"5x32"	"TxFxT"	184881
"38452xF"	"5x32"	"TxFxT"	200564
"38452xF"	"5x32"	"TxFxT"	203742
"148437xF"	"5x8"	"TxFxT"	580901
"148437xF"	"5x8"	"TxFxT"	568292
"148437xF"	"5x8"	"TxFxT"	689960
"148437xF"	"5x8"	"TxFxT"	736234
"148437xF"	"5x8"	"TxFxT"	698080
"668xF"	"FxF"	"FxFxT"	3000
"668xF"	"FxF"	"FxFxT"	3000
"668xF"	"FxF"	"FxFxT"	3000
"668xF"	"FxF"	"FxFxT"	3000
"668xF"	"FxF"	"FxFxT"	3000
"38452xF"	"500x16"	"FxFxT"	423826
"38452xF"	"500x16"	"FxFxT"	424366
